,isbn,lang,title,author,author_gender,author_nationality,author_birth_year,year_published,avg_rating,num_ratings,adjective_score,adverb_score,flesch_reading_ease_score,lexical_diversity,word_count,count_exclamation_marks,count_question_marks,profanity_score,sentiment_neg_score,sentiment_pos_score,sentiment_compound_score,reading_difficulty,reading_time
1470,0141333480,en,The Doomsday Code,Alex Scarrow,male,,1966.0,2011,4.11,3786,722.65,578.2,0.063,0.1091,111727,58.18,132.73,2.098,0.069,0.078,0.994,2.461,7482
1471,1459234618,en,Dragon Justice,Laura Anne Gilman,female,United States,1967.0,2012,3.92,898,716.11,793.13,0.062,0.1535,94902,3.48,78.5,14.968,0.09,0.078,-0.996,2.377,6600
1472,0679403930,en,Blood's a Rover,James Ellroy,male,United States,1948.0,2009,3.92,4698,681.0,298.58,0.061,0.1185,192012,6.61,47.97,71.892,0.079,0.057,-1.0,2.436,13520
1473,0671643983,en,Ghost-Walker,Barbara Hambly,female,United States,1951.0,1991,3.38,530,717.77,522.76,0.077,0.1208,83174,11.42,42.8,3.512,0.088,0.082,-0.976,2.538,5747
1474,0061833681,en,The Trap,Michael Grant,male,,,2011,3.95,778,714.57,613.54,0.098,0.1499,47413,64.96,84.37,1.241,0.072,0.102,0.997,2.415,3205
1475,8193355202,en,Leila,Prayaag Akbar,,,,2017,3.68,918,654.63,456.18,0.089,0.141,61577,8.77,95.98,9.409,0.067,0.091,0.998,2.395,3982
1476,0099516675,en,Kill Your Friends: A Novel,John Niven,male,,,2008,3.8,7804,646.0,489.93,0.084,0.157,80604,26.92,108.68,128.277,0.085,0.062,-0.999,2.472,5434
1477,1582344159,en,Hey Nostradamus!,Douglas Coupland,male,Canada,1961.0,2003,3.71,18526,632.73,572.84,0.084,0.1345,67960,16.48,92.55,8.212,0.075,0.078,0.931,2.411,4331
1478,0060822236,en,Ms. Lagrange Is Strange!,Dan Gutman,male,United States,1955.0,2005,4.15,1585,487.45,439.43,0.136,0.1859,8329,154.88,104.45,3.517,0.052,0.088,0.885,2.331,535
1479,0571225403,en,When We Were Orphans,Kazuo Ishiguro,male,British,1954.0,2000,3.5,28065,610.5,763.13,0.053,0.0832,108632,17.77,52.65,4.463,0.055,0.112,1.0,2.492,6950
1480,0345388410,en,The Alpine Decoy,Mary Daheim,female,,,1994,3.83,603,617.32,567.77,0.075,0.1156,90617,29.24,98.99,7.288,0.063,0.076,0.996,2.48,6020
1481,1841499595,en,The Falcon Throne,Karen Miller,female,Australia,,2013,3.45,737,671.6,518.42,0.036,0.0651,273926,43.99,122.37,30.724,0.106,0.1,-0.998,2.412,18593
1482,0425232034,en,Eggsecutive Orders,Julie Hyzy,female,,,2009,3.99,2411,580.91,567.81,0.061,0.0988,90841,8.48,132.43,1.184,0.06,0.077,0.998,2.421,5931
1483,1558618201,en,Savage Coast,Muriel Rukeyser,female,,,2013,3.67,109,664.14,400.79,0.066,0.1154,101725,39.62,52.2,10.741,0.069,0.086,0.999,2.514,7076
1484,0765323842,en,The Girls with Games of Blood,Alex Bledsoe,male,,1963.0,2010,3.63,179,683.66,654.94,0.072,0.106,82527,10.42,96.21,20.505,0.088,0.078,-0.992,2.479,5450
1485,0143004824,en,Captain Cook's Apprentice,Anthony Hill,male,,,2008,3.57,77,643.3,474.9,0.085,0.1381,77258,46.47,24.46,4.003,0.061,0.078,0.997,2.602,5335
1486,0345812441,en,The Hunter and The Hunted,Kelley Armstrong,,Canada,1968.0,2012,4.13,2038,557.02,592.07,0.103,0.1577,34236,14.02,96.68,23.23,0.075,0.053,-0.989,2.383,2222
1487,0312181108,en,I Capture the Castle,Dodie Smith,,,,1948,4.0,86192,588.39,707.01,0.043,0.071,131596,28.88,63.0,2.202,0.051,0.104,1.0,2.356,8034
1488,0758292813,en,Sandpiper Island,Donna Kauffman,female,,,2014,3.92,638,602.33,741.94,0.055,0.0857,107516,4.84,62.69,7.141,0.067,0.123,1.0,2.384,6848
1489,0373802269,en,The Misted Cliffs,Catherine Asaro,female,United States,1955.0,2005,3.85,1366,529.15,538.54,0.055,0.0821,93679,8.65,76.11,2.319,0.076,0.099,0.999,2.465,6239
1490,0307394956,en,Skeletons at the Feast,Chris Bohjalian,male,United States,1962.0,2008,4.0,23728,587.3,676.06,0.055,0.0914,120330,8.39,65.49,13.593,0.069,0.076,0.996,2.456,7956
1491,0756406072,en,Song of the Dragon: The Annals of Drakis: Book One,Tracy Hickman,,United States,1955.0,2010,3.64,526,633.46,585.67,0.049,0.078,135999,71.69,77.65,1.952,0.079,0.086,0.996,2.496,9257
1492,0451222385,en,Midnight Alley,Rachel Caine,female,United States,1962.0,2007,4.1,58153,614.98,689.52,0.061,0.1027,80230,24.8,121.03,12.277,0.07,0.08,0.989,2.375,5296
1493,0553817892,en,The Hat Shop On The Corner,Marita ConlonMcKenna,female,,,2006,3.55,547,669.16,450.69,0.064,0.1095,89530,42.11,51.94,4.808,0.055,0.136,1.0,2.455,5896
1494,1885983395,en,The Deposition of Father McGreevy,Brian O'Doherty,male,,,1999,3.45,256,524.3,463.95,0.051,0.0844,99084,8.17,59.85,5.712,0.077,0.07,-0.987,2.388,5944
1495,0061132233,en,Dance with a Vampire,Ellen Schreiber,female,United States,,2007,4.01,24761,592.74,484.46,0.096,0.145,39343,31.52,95.32,5.446,0.049,0.089,0.998,2.449,2647
1496,1455520756,en,Dark Secrets,Michael Hjorth,male,,,2010,4.01,8229,580.24,652.62,0.041,0.0665,145888,6.37,91.44,7.152,0.053,0.069,0.999,2.515,9679
1497,0380800829,en,The Duke and I,Julia Quinn,female,United States,,2000,3.98,102621,578.62,736.78,0.058,0.0856,100654,23.94,96.87,5.152,0.082,0.119,1.0,2.508,6732
1498,0060747153,en,Across the Wall: A Tale of the Abhorsen and Other Stories,Garth Nix,male,Australia,1963.0,2005,3.79,14818,605.95,596.1,0.078,0.1256,79148,42.7,45.36,3.734,0.074,0.08,0.993,2.418,5228
1499,0811202097,en,Under Milk Wood,Dylan Thomas,,Wales,1914.0,1954,4.15,6219,654.92,373.05,0.119,0.1831,45517,20.21,30.1,18.818,0.07,0.082,0.984,4.566,3143
1500,0345496698,en,Her Every Pleasure,Gaelen Foley,,,,2008,3.86,1330,633.62,585.25,0.061,0.0932,115763,39.56,79.39,6.724,0.082,0.113,1.0,2.396,7676
1501,2253152846,en,The Character of Rain,Amélie Nothomb,female,Belgian,1966.0,2000,3.89,9904,738.32,600.57,0.125,0.1762,26425,32.54,58.28,2.233,0.068,0.114,0.998,2.495,1751
1502,0340767650,en,Jupiter,Ben Bova,male,United States,1932.0,2001,3.88,2636,717.97,569.24,0.063,0.0973,114503,29.96,93.27,3.878,0.069,0.125,1.0,2.539,8068
1503,0981502741,en,The Long Trial of Nolan Dugatti,Stephen Graham Jones,male,"Blackfeet Tribe, American",1972.0,2008,4.12,110,563.53,796.8,0.099,0.1429,31338,0.64,74.99,3.134,0.07,0.057,-0.883,2.364,1965
1504,0446610801,en,The Ill-Made Mute,Cecilia DartThornton,female,,,2001,3.73,4387,711.76,459.89,0.068,0.1168,156471,29.01,42.24,2.951,0.07,0.087,1.0,2.486,10893
1505,0452296366,en,This Is Where I Leave You,Jonathan Tropper,male,United States,1970.0,2003,3.88,135418,627.01,594.5,0.073,0.1106,97208,13.48,63.16,47.474,0.074,0.1,1.0,2.413,6223
1506,1510706828,en,System Overload: Herobrine?s Revenge Book Three (A Gameknight999 Adventure): An Unofficial Minecrafter?s Adventure,Mark Cheverton,male,,,2016,4.67,188,605.32,510.11,0.058,0.0839,63124,30.26,58.61,0.156,0.101,0.089,-0.996,2.453,4419
1507,1417774290,en,Mr. Macky Is Wacky!,Dan Gutman,male,United States,1955.0,2006,4.14,988,517.33,442.15,0.135,0.1857,7848,170.74,110.86,16.081,0.028,0.104,0.988,2.362,504
1508,0062675605,en,The Cafe by the Sea,Jenny Colgan,female,Scotland,1972.0,2016,3.87,19269,637.48,723.14,0.06,0.1034,98294,37.24,109.87,5.487,0.059,0.1,1.0,2.397,6509
1509,0333782100,en,The Dark of the Sun,Wilbur Smith,male,,1933.0,1960,3.83,3382,568.01,526.24,0.069,0.1093,89294,33.82,125.54,38.938,0.078,0.067,-0.994,2.377,5859
1510,1591023416,en,Macrolife: A Mobile Utopia,George Zebrowski,male,,,1979,3.68,139,782.94,474.71,0.063,0.0995,113649,4.22,51.65,1.817,0.075,0.097,0.999,2.582,7934
1511,0061558222,en,The Fall,Guillermo del Toro,male,,,2010,3.81,36023,725.6,498.41,0.08,0.1342,99917,11.01,67.66,10.997,0.079,0.076,-0.976,2.528,6970
1512,0060763477,en,A Moorland Hanging: A Knights Templar Mystery,Michael Jecks,male,United Kingdom,1960.0,1996,4.01,918,560.13,587.01,0.053,0.0796,108243,27.99,113.91,5.266,0.096,0.063,-1.0,2.359,6974
1513,0399160566,en,Critical Mass,Sara Paretsky,female,United States,1947.0,2013,3.99,3904,515.85,461.48,0.052,0.0871,148608,10.7,69.31,14.726,0.079,0.064,-0.999,2.451,9633
1514,0862413761,en,Private Angelo,Eric Linklater,male,Wales,1899.0,1948,3.89,44,731.42,562.22,0.073,0.1131,93736,42.25,50.57,3.0,0.094,0.113,0.999,2.504,6240
1515,0374301840,en,Alabama Moon,Watt Key,,United States,1970.0,2004,4.06,4286,484.24,499.22,0.043,0.0665,82769,26.46,104.87,5.754,0.052,0.057,0.986,2.251,4970
1516,1429503572,en,The Last Van Gogh,Alyson Richman,female,,,2006,3.67,1817,610.19,527.74,0.069,0.1023,78599,25.57,33.46,1.622,0.062,0.088,0.999,2.517,5151
1517,0738727024,en,To Hell in a Handbasket,Beth Groundwater,female,,,2009,3.77,172,534.38,427.64,0.067,0.0981,76537,7.19,110.01,6.68,0.059,0.062,0.939,2.361,5085
1518,0679725733,en,Claudius the God,Robert Graves,male,British,1895.0,1934,4.22,12543,682.5,535.45,0.047,0.0793,197421,12.36,30.44,4.421,0.092,0.134,1.0,2.554,13227
1519,0060727853,en,Great Short Works,Edgar Allan Poe,male,United States,1809.0,1970,4.26,811,832.38,572.04,0.06,0.1119,177154,46.46,21.06,5.203,0.097,0.1,0.961,2.692,12448
1520,0099410575,en,Star Wars: Episode II: Attack of the Clones,R.A. Salvatore,,,,2002,3.69,9569,631.85,598.79,0.059,0.0941,135824,37.84,51.54,0.937,0.08,0.092,0.999,2.521,9401
1521,0743272498,en,The Constant Princess,Philippa Gregory,female,British,1954.0,2005,3.91,151325,538.38,528.15,0.04,0.0678,161374,20.14,76.78,2.745,0.075,0.127,1.0,2.339,10114
1522,0802812198,en,War in Heaven: A Novel,Charles Williams,male,,,1930,3.82,1542,595.54,626.88,0.065,0.101,83924,21.21,87.34,5.274,0.078,0.088,0.991,2.496,5613
1523,0060532998,en,The Luckiest Girl,Beverly Cleary,female,,,1958,3.9,2925,550.4,541.25,0.066,0.0942,64462,27.3,56.47,0.763,0.054,0.097,0.999,2.463,4279
1524,1608197123,en,Underground Time,Delphine de Vigan,female,,,2009,3.6,2050,536.87,494.98,0.088,0.1287,50366,4.96,29.98,6.049,0.049,0.063,0.978,2.424,3285
1525,0140273344,en,The Eagle Has Landed,Jack Higgins,male,England,1929.0,1975,4.16,54658,617.77,523.88,0.053,0.0894,123330,9.08,106.71,13.863,0.076,0.083,0.987,2.444,8170
1526,0671428306,en,Brain Child,Andrew Neiderman,male,United States,1940.0,1981,3.5,108,621.4,617.39,0.063,0.0912,79852,7.26,117.34,8.045,0.067,0.071,0.986,2.456,5259
1527,0143039164,en,Kristin Lavransdatter,Sigrid Undset,female,Norway,1882.0,1920,4.29,9159,603.98,549.89,0.021,0.0381,450197,9.13,28.92,1.597,0.076,0.099,1.0,2.37,29147
1528,0312309953,en,Drift: A Novel,Manuel Luis Martinez,male,,,2003,3.77,88,579.16,607.9,0.051,0.082,86626,5.08,67.19,87.996,0.096,0.093,-0.989,2.28,5164
1529,1597804207,en,Prepare to Die!,Paul Tobin,male,United States,,2012,3.92,620,549.56,570.19,0.054,0.0922,116839,23.45,109.47,65.008,0.08,0.085,0.956,2.381,7500
1530,0345327861,en,Crystal Singer,Anne McCaffrey,female,Irish (naturalised citizen),1926.0,1982,4.11,19054,699.92,557.67,0.075,0.1151,105026,25.23,78.46,2.053,0.069,0.096,1.0,2.647,7536
1531,0316276685,en,The End,James Patterson,male,United States,1947.0,2017,3.89,1216,635.03,485.38,0.105,0.1652,31542,8.56,77.04,15.893,0.071,0.076,0.796,2.348,1999
1532,1846077613,en,Doctor Who: The Krillitane Storm,Christopher Cooper,male,,,2009,3.87,1159,665.44,596.24,0.099,0.1461,52747,2.46,74.7,3.452,0.088,0.095,0.877,2.507,3615
1533,0440239990,en,The Day I Killed James,Catherine Ryan Hyde,female,,,2008,3.75,707,566.34,760.59,0.073,0.1072,46280,2.59,111.5,4.869,0.063,0.052,-0.978,2.335,2854
1534,0062276247,en,Once More My Darling Rogue,Lorraine Heath,female,,,2014,3.84,3783,503.03,673.36,0.054,0.0807,106674,3.84,94.02,3.967,0.087,0.085,0.666,2.435,6907
1535,1472257278,en,Death in Focus,Anne Perry,female,,,2019,3.87,1739,597.98,746.11,0.051,0.0811,99034,40.09,126.62,10.735,0.101,0.094,-0.99,2.403,6429
1536,0446610127,en,Fearless Jones,Walter Mosley,male,,,2001,3.89,2545,554.27,502.36,0.06,0.0934,77633,6.05,133.71,12.047,0.08,0.097,0.998,2.627,4832
1537,0142181285,en,Surviving Home,A. American,,,,2013,4.28,3414,435.95,461.96,0.034,0.0544,158001,14.18,77.59,28.378,0.064,0.056,-0.998,2.244,9520
1538,0976738066,en,The Praetorians,Jean Lartéguy,male,,,1961,4.07,159,645.11,477.49,0.058,0.0997,127730,28.26,53.16,9.745,0.082,0.095,0.998,2.537,8663
1539,0752843885,en,Right as Rain,George Pelecanos,male,United States,1957.0,2001,3.87,4649,589.21,433.04,0.055,0.0922,92140,5.64,106.47,28.29,0.052,0.077,0.999,2.323,5902
1540,0061346055,en,Ms. Krup Cracks Me Up!,Dan Gutman,male,United States,1955.0,2008,4.22,830,553.51,440.6,0.143,0.1962,8148,256.5,111.68,14.347,0.065,0.092,0.922,2.403,531
1541,0821779540,en,Betrayal,Fern Michaels,female,United States,1933.0,2011,3.99,2665,549.93,561.03,0.053,0.079,100940,23.68,81.04,20.626,0.069,0.082,0.997,2.331,6376
1542,1593765428,en,The Palace of Illusions,Kim Addonizio,female,,,2014,3.96,118,568.78,494.92,0.082,0.1286,58757,3.74,37.95,25.219,0.07,0.104,0.999,2.321,3703
1543,0821779796,en,The Last to Know,Wendy Corsi Staub,female,,,2001,3.97,891,551.61,677.22,0.053,0.0872,126030,9.84,112.2,3.787,0.063,0.064,0.866,2.396,8358
1544,0571338879,en,A Long Way from Home,Peter Carey,male,,,2017,3.56,2829,604.54,476.97,0.07,0.1148,98141,1.12,78.36,17.857,0.081,0.088,0.985,2.374,6318
1545,0224021249,en,Pigeon Post,Arthur Ransome,male,England,1884.0,1936,4.2,3090,588.45,618.69,0.039,0.0731,104495,35.12,79.53,110.343,0.046,0.069,0.999,2.306,6661
1546,1455808067,en,Darkness Under the Sun,Dean Koontz,male,United States,1945.0,2010,3.95,5785,687.93,558.1,0.143,0.1941,18563,1.08,73.26,4.21,0.059,0.047,-0.851,2.388,1221
1547,0345417089,en,Wit'ch Storm,James Clemens,male,,,1999,4.1,4451,651.35,499.93,0.043,0.0675,177185,31.89,59.37,5.572,0.086,0.089,0.979,2.391,11879
1548,0007591411,en,About a Girl,Lindsey Kelk,,British,1980.0,2013,4.08,5449,633.11,734.09,0.05,0.0885,119536,3.93,114.78,42.416,0.061,0.1,1.0,2.386,7498
1549,1555975097,en,Holding Pattern: Stories,Jeffery Renard Allen,male,,,2008,3.72,36,735.5,408.5,0.089,0.1479,62570,14.86,116.03,52.993,0.06,0.09,0.998,2.281,4116
1550,1400072174,en,A Wreath of Snow: A Victorian Christmas Novella,Liz Curtis Higgs,female,,,2011,3.91,2366,637.91,565.84,0.111,0.1554,35381,14.13,97.51,2.488,0.049,0.111,0.999,2.501,2389
1551,0312199430,en,One Thousand White Women: The Journals of May Dodd,Jim Fergus,male,,,1998,3.89,115419,775.89,590.67,0.06,0.1002,130920,30.4,90.44,34.046,0.075,0.096,0.999,2.517,8726
1552,1101903325,en,Dear Mr. M,Herman Koch,male,Netherlands,1953.0,2014,3.29,7849,604.93,731.15,0.051,0.0861,117253,15.69,77.44,8.047,0.048,0.064,0.999,2.42,7539
1553,0571207766,en,The Feast of the Goat,Mario Vargas Llosa,male,Peru,1936.0,2000,4.29,26467,589.42,436.81,0.053,0.0865,163891,14.52,77.73,20.896,0.093,0.102,0.998,2.561,11382
1554,1906548285,en,Love in a Bottle,Antal Szerb,male,,,1946,3.98,183,771.95,634.17,0.097,0.1483,61766,13.11,39.5,3.665,0.067,0.123,1.0,2.551,4180
1555,0142004685,en,Loot and Other Stories,Nadine Gordimer,female,South Africa,1923.0,2003,3.65,266,635.4,501.75,0.091,0.1577,63000,13.81,110.32,38.817,0.044,0.089,1.0,2.535,4266
1556,0756413419,en,Abandoned,W. Michael Gear,,,1955.0,2018,4.32,319,627.83,498.45,0.057,0.0924,138509,16.53,138.76,22.163,0.086,0.088,0.829,2.462,9356
1557,0571161650,en,Vendetta,Michael Dibdin,male,,,1990,3.83,2140,676.46,556.46,0.084,0.1272,89495,40.34,57.55,8.352,0.091,0.077,-0.997,2.642,6099
1558,1782115943,en,Things We Have in Common,Tasha Kavanagh,female,,,2015,3.39,3001,437.91,691.41,0.047,0.0793,75541,18.0,68.44,4.809,0.072,0.086,0.997,2.274,4572
1559,0743470036,en,A Deal With the Devil,Liz Carlyle,female,,,2004,3.85,1197,575.71,704.94,0.064,0.0932,98661,33.95,126.09,7.474,0.075,0.098,0.999,2.437,6581
1560,0765346109,en,Curious Notions,Harry Turtledove,male,United States,1949.0,2004,3.61,570,568.83,749.96,0.044,0.0777,85245,12.79,164.23,29.166,0.049,0.077,0.999,2.33,5408
1561,0099472058,en,Sun And Shadow,Åke Edwardson,male,Sweden,1953.0,1999,3.63,2276,540.1,562.07,0.045,0.0753,116516,7.21,186.84,8.542,0.042,0.054,0.997,2.459,7634
1562,0316226106,en,Doughnut,Tom Holt,male,British,1961.0,2013,3.59,2419,642.43,687.09,0.06,0.0958,115763,4.49,115.84,8.281,0.056,0.075,0.998,2.422,7564
1563,0451225724,en,Lord of Misrule,Rachel Caine,female,United States,1962.0,2008,4.15,45789,668.22,688.55,0.064,0.1004,72820,25.82,96.13,4.406,0.067,0.069,0.918,2.356,4826
1564,1608198758,en,The Gamal: A Novel,Ciarán Collins,,,,2013,3.7,447,543.26,604.52,0.043,0.0754,121766,8.05,102.74,44.388,0.069,0.094,1.0,2.275,7403
1565,0743223039,en,The Summer Fletcher Greel Loved Me: A Novel,Suzanne Kingsbury,female,,,2002,3.92,453,459.37,438.91,0.042,0.0698,124149,2.74,64.36,25.4,0.053,0.084,1.0,2.193,7285
1566,1846073472,en,Doctor Who: The Pirate Loop,Simon Guerrier,male,British,,2007,3.83,1569,561.37,638.54,0.07,0.1123,51962,53.89,104.31,0.895,0.071,0.068,0.882,2.378,3504
1567,0142180009,en,The Confusions of Young Torless,Robert Musil,male,Austria,1880.0,1906,3.73,7006,709.07,674.12,0.084,0.1199,59811,25.58,63.03,3.101,0.086,0.091,0.882,2.561,4042
1568,0007164777,en,The Gods of War,Conn Iggulden,male,England,1971.0,2006,4.31,13374,536.12,464.63,0.045,0.0646,137228,8.45,45.47,2.306,0.092,0.091,-0.966,2.396,8909
1569,0765317028,en,Five Odd Honors,Jane Lindskold,female,United States,1962.0,2010,3.79,359,655.63,615.98,0.055,0.0877,144014,8.54,58.61,4.838,0.072,0.131,1.0,2.485,9776
1570,1849010234,en,The Siren,Alison Bruce,female,,,2010,3.76,710,629.9,672.19,0.065,0.1052,95761,1.78,95.45,11.08,0.067,0.081,0.997,2.473,6348
1571,0446604232,en,Exclusive,Sandra Brown,female,United States,1948.0,1996,3.99,8887,594.75,554.29,0.065,0.0965,127768,9.86,134.78,21.076,0.105,0.08,-1.0,2.523,8653
1572,3802523717,en,Foreign Foes,Dave Galanter,male,,,1994,3.38,342,557.32,576.98,0.073,0.1146,74786,41.99,99.75,2.61,0.098,0.077,-0.997,2.67,5170
1573,0142402184,en,Public Enemy Number Two,Anthony Horowitz,male,England,1955.0,1987,3.97,3243,529.32,569.48,0.075,0.1129,48307,27.95,78.46,2.65,0.053,0.055,-0.623,2.33,3020
1574,0980226058,en,Curse of the Wolf Girl,Martin Millar,male,British,,2010,4.02,1250,628.55,666.83,0.041,0.0612,184455,25.26,110.54,1.164,0.111,0.1,-0.999,2.533,12756
1575,1560259744,en,Mad Professor: The Uncollected Short Stories of Rudy Rucker,Rudy Rucker,male,,,2006,3.7,79,724.75,465.46,0.091,0.1509,87892,31.29,58.59,20.559,0.051,0.081,0.999,2.505,6004
1576,0553384120,en,House of Dark Delights,Louisa Burton,female,,,2007,3.76,504,691.94,512.26,0.08,0.1244,100008,10.4,73.99,33.162,0.057,0.093,1.0,2.504,6830
1577,0743251644,en,Dancing With Einstein,Kate Wenner,female,,,2004,3.52,116,565.82,435.78,0.077,0.1172,76668,3.78,96.91,8.94,0.057,0.069,0.995,2.514,5077
1578,0751543284,en,The Last Minute,Jeff Abbott,male,,,2011,3.95,2923,544.68,513.45,0.047,0.0809,143754,6.05,91.06,6.824,0.078,0.093,0.999,2.328,8994
1579,0312978766,en,Midnight Come Again,Dana Stabenow,female,United States,1952.0,2000,4.26,3252,608.09,534.25,0.075,0.1159,85990,17.56,106.99,15.139,0.071,0.088,0.998,2.402,5686
1580,0373295464,en,The Border Lord,Sophia James,female,,,2008,3.54,600,584.58,488.77,0.077,0.1244,62934,11.76,96.61,3.55,0.077,0.108,0.998,2.475,4065
1581,0142408662,en,A Song for Summer,Eva Ibbotson,female,British,1925.0,1997,3.82,6362,570.62,540.69,0.071,0.1139,101889,17.27,51.33,8.309,0.06,0.096,1.0,2.461,6710
1582,1940953111,en,Post-Exoticism in Ten Lessons Lesson Eleven,Antoine Volodine,male,,,1998,3.94,142,578.94,344.01,0.173,0.2585,22645,8.39,10.6,4.1,0.051,0.049,-0.633,2.954,1551
1583,0345483901,en,Midnight Angels,Lorenzo Carcaterra,male,,,2010,3.21,393,630.82,560.0,0.051,0.0803,111268,0.27,75.31,1.241,0.061,0.098,1.0,2.357,7100
1584,1466354267,en,Open Minds,Susan Kaye Quinn,female,,,2011,3.7,9139,546.54,542.76,0.058,0.0882,87166,15.72,72.51,0.901,0.087,0.089,0.944,2.331,5506
1585,0061059048,en,Vacuum Diagrams,Stephen Baxter,male,England,1957.0,1997,4.06,2600,749.99,469.57,0.06,0.1041,134441,7.74,81.89,2.405,0.064,0.084,0.999,2.552,9423
1586,0061122424,en,The Monk Downstairs,Tim Farrington,male,,,2010,3.5,1868,693.97,583.24,0.083,0.12,82453,9.58,53.73,5.7,0.069,0.106,1.0,2.528,5547
1587,0807510092,en,Caboose Mystery,Gertrude Chandler Warner,female,,,1966,3.88,2891,479.41,487.36,0.073,0.1076,20129,84.46,80.98,0.487,0.027,0.123,0.997,2.279,1232
1588,0374299137,en,The Second Son,Jonathan Rabb,male,,,2011,3.71,345,607.42,561.75,0.053,0.0875,105972,4.44,94.36,10.813,0.074,0.084,0.996,2.447,6969
1589,0394491882,en,The Last Days of Louisiana Red,Ishmael Reed,male,United States,1938.0,1974,3.65,190,616.16,404.89,0.113,0.1786,41937,19.55,73.92,40.136,0.074,0.068,-0.935,2.501,2804
1590,1476781680,en,A Call to Duty,David Weber,male,United States,1952.0,2014,4.1,3498,669.63,676.61,0.052,0.0852,130252,3.15,83.45,1.712,0.072,0.082,0.997,2.601,9170
1591,0714529885,en,Pornografia,Witold Gombrowicz,male,Poland,1904.0,1960,3.94,2634,758.46,665.59,0.091,0.1359,59331,96.58,101.97,5.975,0.09,0.102,0.985,2.524,3997
1592,0451237153,en,Valley of the Templars,Paul Christopher,male,,,2012,3.68,607,726.74,456.98,0.086,0.1446,78735,12.45,74.68,14.33,0.066,0.063,-0.971,2.559,5422
1593,1860461654,en,A Country Doctor's Notebook,Mikhail Bulgakov,male,"Russian, later Soviet",,1925,4.28,14178,742.02,550.7,0.101,0.1594,48139,40.51,87.66,6.769,0.091,0.079,-0.978,2.473,3205
1594,0140294341,en,Sharpe's Enemy,Bernard Cornwell,male,England,1944.0,1984,4.25,7690,591.63,437.92,0.059,0.0935,106367,89.41,91.19,11.212,0.095,0.096,-0.663,2.427,7290
1595,0751539430,en,The Various Flavors of Coffee,Anthony Capella,male,,,2008,3.59,1942,651.91,605.1,0.061,0.1088,141629,16.31,85.36,10.841,0.048,0.097,1.0,2.508,9460
1596,0886773865,en,Gate of Darkness Circle of Light,Tanya Huff,female,Canada,1957.0,1989,3.82,973,614.55,575.32,0.064,0.0954,87430,24.82,83.61,12.224,0.074,0.083,0.994,2.397,5744
1597,1932416900,en,Arkansas,John Brandon,male,,,2008,3.72,975,562.37,423.67,0.078,0.1208,83272,0.6,60.4,18.161,0.061,0.093,0.999,2.371,5393
1598,0380815923,en,Blackberry Wine,Joanne Harris,female,English/French,1964.0,1999,3.81,13600,643.62,582.33,0.07,0.1147,97557,14.66,56.48,7.511,0.064,0.079,0.997,2.453,6509
1599,0061128643,en,Lost & Found,Jacqueline Sheehan,female,,,2007,3.73,12144,564.99,485.49,0.068,0.1003,82638,6.17,60.26,6.663,0.072,0.072,-0.771,2.352,5259
1600,1476793646,en,Whispering Shadows: A Novel,JanPhilipp Sendker,,,,2007,3.65,1625,611.12,621.01,0.052,0.0799,111222,6.38,132.62,5.861,0.084,0.102,0.999,2.427,7249
1601,0671577905,en,Birds of Prey,David Drake,male,United States,1945.0,1984,3.62,277,628.67,517.99,0.065,0.1013,112936,25.41,32.85,16.198,0.078,0.072,-0.987,2.452,7666
1602,0312962606,en,The Gourmet Detective,Peter King,male,,,1994,3.34,439,679.33,599.48,0.075,0.1252,85408,20.96,130.67,2.87,0.04,0.095,1.0,2.512,5710
1603,0316069337,en,The End Of The Wasp Season,Denise Mina,female,Scotland,1966.0,2011,3.84,6367,574.92,510.55,0.055,0.086,124453,5.87,115.95,23.025,0.079,0.089,0.998,2.405,8105
1604,0312334427,en,A Watery Grave,Joan Druett,female,New Zealand,1939.0,2004,3.45,105,630.66,558.46,0.078,0.117,80202,45.63,77.93,9.041,0.099,0.076,-0.999,2.542,5517
1605,0062433202,en,The Way to London: A Novel of World War II,Alix Rickloff,,,,2017,3.69,580,669.69,531.03,0.074,0.1218,108468,5.81,108.33,8.426,0.083,0.089,0.994,2.415,7161
1606,1250313759,en,Alice Payne Rides,Kate Heartfield,female,,1977.0,2019,3.69,239,578.73,555.2,0.107,0.154,33159,9.65,76.0,13.491,0.087,0.088,0.936,2.437,2179
1607,0765378809,en,Hex,Thomas Olde Heuvelt,male,,,2013,3.71,20029,635.64,536.85,0.061,0.0964,128752,25.01,66.25,23.408,0.127,0.062,-1.0,2.429,8584
1608,0061233595,en,A Matter Of Justice,Charles Todd,male,,,2008,4.04,4125,495.78,526.67,0.051,0.0759,109404,5.3,112.61,2.939,0.086,0.085,-0.935,2.401,7058
1609,1609454251,en,Return to the Dark Valley,Santiago Gamboa,male,,,2016,4.01,262,611.91,473.87,0.05,0.0862,146263,27.07,61.53,22.874,0.089,0.1,0.998,2.457,9440
1610,0062669605,en,The Book of M,Peng Shepherd,,,,2018,3.69,12976,582.64,711.35,0.041,0.0716,151570,24.08,68.75,5.179,0.065,0.072,0.996,2.397,9889
1611,0812575741,en,Bios,Robert Charles Wilson,male,United States,1953.0,1999,3.46,957,843.95,561.63,0.108,0.1617,56532,9.2,57.67,7.817,0.069,0.094,0.997,2.612,4038
